138859 , 0.0313 , 
138861 , 0.0313 , 
138863 , 0.0283 , 
138864 , 0.0273 , 
138866 , 0.0325 , 
138868 , 0.0276 , 
138870 , 0.0288 , 
138872 , 0.0303 , 
138873 , 0.0313 , 
138875 , 0.0315 , 
138877 , 0.0344 , 
138880 , 0.0313 , 
138881 , 0.0325 , 
138883 , 0.0339 , 
138885 , 0.0322 , 
138887 , 0.0352 , 
138889 , 0.0283 , 
138890 , 0.0327 , 
138892 , 0.0271 , 
138894 , 0.0281 , 
138896 , 0.0295 , 
138897 , 0.0320 , 
138899 , 0.0308 , 
138901 , 0.0303 , 
138903 , 0.0293 , 
138904 , 0.0286 , 
138906 , 0.0276 , 
138908 , 0.0334 , 
138910 , 0.0303 , 
138912 , 0.0286 , 
138913 , 0.0332 , 
138915 , 0.0303 , 
138917 , 0.0298 , 
138919 , 0.0278 , 
138920 , 0.0295 , 
138923 , 0.0276 , 
138925 , 0.0286 , 
138927 , 0.0317 , 
138928 , 0.0283 , 
138930 , 0.0300 , 
138932 , 0.0317 , 
138934 , 0.0305 , 
138936 , 0.0322 , 
138937 , 0.0305 , 
138939 , 0.0293 , 
138941 , 0.0293 , 
138943 , 0.0251 , 
138944 , 0.0327 , 
138946 , 0.0313 , 
138948 , 0.0288 , 
138950 , 0.0298 , 
138952 , 0.0327 , 
138953 , 0.0313 , 
138955 , 0.0300 , 
138957 , 0.0300 , 
138959 , 0.0283 , 
138960 , 0.0347 , 
138962 , 0.0315 , 
138964 , 0.0310 , 
138967 , 0.0283 , 
138968 , 0.0330 , 
138970 , 0.0315 , 
138972 , 0.0273 , 
138974 , 0.0305 , 
138976 , 0.0325 , 
138977 , 0.0269 , 
138979 , 0.0325 , 
138981 , 0.0293 , 
138983 , 0.0251 , 
138984 , 0.0332 , 
138986 , 0.0305 , 
138988 , 0.0339 , 
138990 , 0.0310 , 
138991 , 0.0261 , 
138993 , 0.0308 , 
138995 , 0.0259 , 
138997 , 0.0286 , 
138999 , 0.0320 , 
139000 , 0.0269 , 
139002 , 0.0291 , 
139004 , 0.0291 , 
139006 , 0.0317 , 
139008 , 0.0356 , 
139010 , 0.0298 , 
139012 , 0.0322 , 
139014 , 0.0237 , 
139016 , 0.0303 , 
139017 , 0.0266 , 
139019 , 0.0242 , 
139021 , 0.0254 , 
139023 , 0.0308 , 
139024 , 0.0273 , 
139026 , 0.0308 , 
139028 , 0.0320 , 
139030 , 0.0271 , 
139031 , 0.0295 , 
139033 , 0.0332 , 
139035 , 0.0352 , 
139037 , 0.0330 , 
139039 , 0.0234 , 
139040 , 0.0271 , 
139042 , 0.0305 , 
139044 , 0.0295 , 
139046 , 0.0286 , 
139047 , 0.0273 , 
139049 , 0.0325 , 
139052 , 0.0313 , 
139054 , 0.0295 , 
139055 , 0.0344 , 
139057 , 0.0332 , 
139059 , 0.0286 , 
139061 , 0.0269 , 
139063 , 0.0261 , 
139064 , 0.0359 , 
139066 , 0.0300 , 
139068 , 0.0332 , 
139070 , 0.0288 , 
139071 , 0.0283 , 
139073 , 0.0305 , 
139075 , 0.0325 , 
139077 , 0.0298 , 
139079 , 0.0364 , 
139080 , 0.0305 , 
139082 , 0.0371 , 
139084 , 0.0281 , 
139086 , 0.0269 , 
139087 , 0.0286 , 
139089 , 0.0232 , 
139091 , 0.0305 , 
139094 , 0.0354 , 
139095 , 0.0308 , 
139097 , 0.0264 , 
139099 , 0.0242 , 
139101 , 0.0288 , 
139103 , 0.0374 , 
139104 , 0.0359 , 
139106 , 0.0356 , 
139108 , 0.0349 , 
139110 , 0.0327 , 
139111 , 0.0291 , 
139113 , 0.0293 , 
139115 , 0.0237 , 
139117 , 0.0291 , 
139119 , 0.0322 , 
139120 , 0.0264 , 
139122 , 0.0364 , 
139124 , 0.0347 , 
139126 , 0.0359 , 
139127 , 0.0291 , 
139129 , 0.0308 , 
139131 , 0.0291 , 
139133 , 0.0259 , 
139134 , 0.0288 , 
139137 , 0.0291 , 
139139 , 0.0286 , 
139141 , 0.0305 , 
139143 , 0.0356 , 
139144 , 0.0359 , 
139146 , 0.0334 , 
139148 , 0.0303 , 
139150 , 0.0266 , 
139151 , 0.0303 , 
139153 , 0.0315 , 
139155 , 0.0271 , 
139157 , 0.0310 , 
139158 , 0.0313 , 
139160 , 0.0334 , 
139162 , 0.0264 , 
139164 , 0.0278 , 
139166 , 0.0295 , 
139167 , 0.0276 , 
139169 , 0.0266 , 
139171 , 0.0271 , 
139173 , 0.0334 , 
139174 , 0.0325 , 
139176 , 0.0293 , 
139179 , 0.0330 , 
139181 , 0.0271 , 
139183 , 0.0259 , 
139184 , 0.0291 , 
139186 , 0.0334 , 
139188 , 0.0269 , 
139190 , 0.0288 , 
139191 , 0.0317 , 
139193 , 0.0288 , 
139195 , 0.0291 , 
139197 , 0.0273 , 
139198 , 0.0349 , 
139200 , 0.0293 , 
139202 , 0.0359 , 
139204 , 0.0315 , 
139206 , 0.0347 , 
139207 , 0.0322 , 
139209 , 0.0342 , 
139211 , 0.0293 , 
139213 , 0.0344 , 
139214 , 0.0356 , 
139216 , 0.0276 , 
139218 , 0.0305 , 
139220 , 0.0315 , 
139222 , 0.0295 , 
139224 , 0.0325 , 
139226 , 0.0344 , 
139228 , 0.0298 , 
139230 , 0.0273 , 
139231 , 0.0293 , 
139233 , 0.0283 , 
139235 , 0.0325 , 
139237 , 0.0327 , 
139238 , 0.0286 , 
139240 , 0.0286 , 
139242 , 0.0308 , 
139244 , 0.0337 , 
139246 , 0.0334 , 
139247 , 0.0315 , 
139249 , 0.0383 , 
139251 , 0.0325 , 
139253 , 0.0283 , 
139254 , 0.0339 , 
139256 , 0.0354 , 
139258 , 0.0305 , 
139260 , 0.0322 , 
139261 , 0.0354 , 
139264 , 0.0298 , 
139266 , 0.0337 , 
139268 , 0.0286 , 
139270 , 0.0303 , 
139271 , 0.0271 , 
139273 , 0.0310 , 
139275 , 0.0339 , 
139277 , 0.0337 , 
139278 , 0.0322 , 
139280 , 0.0288 , 
139282 , 0.0315 , 
139284 , 0.0330 , 
139285 , 0.0342 , 
139287 , 0.0332 , 
139289 , 0.0244 , 
139291 , 0.0293 , 
139293 , 0.0283 , 
139294 , 0.0325 , 
139296 , 0.0371 , 
139298 , 0.0259 , 
139300 , 0.0266 , 
139301 , 0.0286 , 
139303 , 0.0342 , 
139305 , 0.0371 , 
139308 , 0.0295 , 
139310 , 0.0293 , 
139311 , 0.0317 , 
139313 , 0.0269 , 
