92590 , 0.0310 , 
92591 , 0.0278 , 
92593 , 0.0286 , 
92595 , 0.0393 , 
92596 , 0.0288 , 
92598 , 0.0261 , 
92600 , 0.0273 , 
92602 , 0.0315 , 
92603 , 0.0330 , 
92605 , 0.0359 , 
92607 , 0.0325 , 
92609 , 0.0286 , 
92610 , 0.0298 , 
92612 , 0.0327 , 
92614 , 0.0305 , 
92615 , 0.0300 , 
92617 , 0.0374 , 
92619 , 0.0327 , 
92621 , 0.0251 , 
92622 , 0.0330 , 
92624 , 0.0310 , 
92626 , 0.0347 , 
92628 , 0.0344 , 
92630 , 0.0291 , 
92632 , 0.0308 , 
92634 , 0.0251 , 
92635 , 0.0295 , 
92637 , 0.0300 , 
92639 , 0.0315 , 
92641 , 0.0330 , 
92642 , 0.0359 , 
92644 , 0.0303 , 
92646 , 0.0310 , 
92648 , 0.0327 , 
92649 , 0.0298 , 
92651 , 0.0283 , 
92653 , 0.0295 , 
92654 , 0.0317 , 
92656 , 0.0288 , 
92658 , 0.0352 , 
92660 , 0.0308 , 
92661 , 0.0281 , 
92663 , 0.0298 , 
92665 , 0.0313 , 
92667 , 0.0361 , 
92668 , 0.0327 , 
92670 , 0.0320 , 
92673 , 0.0327 , 
92675 , 0.0291 , 
92676 , 0.0269 , 
92678 , 0.0286 , 
92680 , 0.0320 , 
92681 , 0.0317 , 
92683 , 0.0259 , 
92685 , 0.0261 , 
92687 , 0.0337 , 
92688 , 0.0313 , 
92690 , 0.0374 , 
92692 , 0.0310 , 
92694 , 0.0308 , 
92695 , 0.0313 , 
92697 , 0.0305 , 
92699 , 0.0298 , 
92700 , 0.0337 , 
92702 , 0.0308 , 
92704 , 0.0283 , 
92706 , 0.0271 , 
92707 , 0.0320 , 
92709 , 0.0291 , 
92711 , 0.0339 , 
92713 , 0.0278 , 
92715 , 0.0293 , 
92717 , 0.0313 , 
92719 , 0.0264 , 
92721 , 0.0310 , 
92722 , 0.0291 , 
92724 , 0.0269 , 
92726 , 0.0356 , 
92727 , 0.0305 , 
92729 , 0.0283 , 
92731 , 0.0330 , 
92733 , 0.0266 , 
92734 , 0.0305 , 
92736 , 0.0286 , 
92738 , 0.0313 , 
92740 , 0.0283 , 
92741 , 0.0261 , 
92743 , 0.0339 , 
